,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
1037,180000.0,1,3,1,54,0,0,0,0,0,0,149698.0,137260.0,124500.0,111430.0,98182.0,84598.0,4834.0,4371.0,3849.0,3405.0,2887.0,2402.0,1
1038,50000.0,2,3,2,23,0,0,0,0,0,0,43979.0,33403.0,20879.0,18573.0,17318.0,17936.0,2000.0,2000.0,2000.0,1000.0,1000.0,2800.0,0
1039,50000.0,1,3,2,24,-1,-1,-1,-1,0,0,2562.0,8743.0,-290.0,18115.0,18495.0,18804.0,8769.0,0.0,18650.0,659.0,1000.0,1000.0,0
1046,220000.0,1,3,1,30,0,0,0,0,2,0,162105.0,170592.0,173969.0,183030.0,181385.0,174107.0,10000.0,5013.0,10626.0,52.0,5255.0,4222.0,1
1047,140000.0,2,3,2,24,1,2,2,2,0,0,42897.0,45739.0,46468.0,45422.0,46371.0,47297.0,3821.0,1775.0,0.0,1833.0,1850.0,2000.0,1
1051,270000.0,2,3,2,33,0,-1,-1,-1,0,0,10000.0,10000.0,10000.0,123693.0,116843.0,110059.0,10000.0,10000.0,222750.0,5000.0,5008.0,5026.0,0
1053,70000.0,1,3,2,41,0,0,0,0,0,0,70476.0,68539.0,69520.0,51605.0,50311.0,50729.0,2700.0,3500.0,2000.0,2000.0,2500.0,2500.0,0
1058,80000.0,2,3,1,67,0,0,0,0,0,-1,20255.0,18885.0,21529.0,29236.0,10662.0,2408.0,6000.0,5002.0,10662.0,2.0,2408.0,11662.0,0
1059,20000.0,1,3,1,33,2,0,0,0,0,-2,20500.0,16237.0,20960.0,6914.0,1017.0,780.0,2191.0,1000.0,0.0,1017.0,780.0,6380.0,1
1060,60000.0,2,3,1,34,0,0,0,2,0,0,9928.0,11261.0,12853.0,12352.0,12703.0,13338.0,1500.0,2090.0,0.0,700.0,1000.0,1400.0,1
1064,30000.0,2,3,1,55,2,0,0,0,0,0,29278.0,30393.0,29785.0,30377.0,30155.0,31098.0,1600.0,1585.0,1377.0,1155.0,2600.0,0.0,1
1066,100000.0,1,3,2,30,0,0,0,0,0,0,87579.0,72308.0,53505.0,43371.0,48125.0,40388.0,4172.0,2094.0,3007.0,10021.0,3012.0,1527.0,0
1075,100000.0,1,3,2,47,0,0,0,0,0,0,94925.0,95130.0,60003.0,38500.0,4681.0,76728.0,3889.0,2412.0,1698.0,679.0,72809.0,2748.0,0
1078,180000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,0
1079,400000.0,2,3,1,39,1,-1,-1,-1,-2,-1,2384.0,3500.0,471.0,-203.0,2371.0,1949.0,3603.0,471.0,203.0,2574.0,1949.0,1040.0,0
1088,30000.0,2,3,1,35,0,0,0,0,0,0,28786.0,26496.0,25098.0,26209.0,25325.0,26400.0,1500.0,1450.0,1500.0,1500.0,1500.0,1500.0,0
1092,210000.0,1,3,1,29,1,2,0,0,0,0,198510.0,194040.0,199393.0,194538.0,195990.0,194136.0,0.0,10000.0,7000.0,8000.0,8000.0,7200.0,0
1098,30000.0,1,3,2,29,-1,-1,-1,-1,-2,-2,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0
1100,210000.0,2,3,2,46,1,2,0,0,-1,-1,5816.0,5579.0,20079.0,17309.0,2310.0,241.0,13.0,17309.0,0.0,2310.0,241.0,4000.0,1
1103,150000.0,2,3,2,28,-2,-1,-1,-1,-1,-1,1723.0,2292.0,240.0,683.0,3486.0,5390.0,6876.0,240.0,683.0,3486.0,5390.0,1200.0,0
1111,50000.0,2,3,1,44,-1,-1,-1,-1,-1,-1,3424.0,155.0,1922.0,1473.0,1865.0,835.0,155.0,1922.0,1473.0,1865.0,835.0,1833.0,0
1114,50000.0,1,3,1,54,0,0,0,0,0,0,38607.0,39681.0,40717.0,41682.0,42857.0,45581.0,2000.0,2000.0,1642.0,2000.0,3600.0,0.0,0
1118,140000.0,2,3,1,54,1,-2,-2,-2,-2,-2,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1138,130000.0,2,3,1,44,0,0,0,0,0,2,109006.0,110256.0,113283.0,101247.0,96939.0,81977.0,4500.0,5000.0,4000.0,10600.0,0.0,2300.0,0
1139,230000.0,2,3,2,47,0,0,0,0,0,0,147300.0,121855.0,102074.0,94225.0,96616.0,95849.0,10000.0,5000.0,4000.0,4000.0,5000.0,4000.0,0
1154,20000.0,1,3,1,47,1,2,0,0,0,2,19739.0,19137.0,19857.0,15422.0,19279.0,9537.0,0.0,1200.0,0.0,9537.0,0.0,0.0,0
1157,470000.0,1,3,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0
1167,50000.0,2,3,1,59,0,0,0,0,0,0,47822.0,36488.0,36811.0,13234.0,11543.0,10751.0,2009.0,2000.0,556.0,378.0,619.0,5000.0,0
1169,30000.0,2,3,2,48,0,0,0,0,0,0,1445.0,3410.0,5338.0,7239.0,9112.0,10949.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
1171,80000.0,1,3,1,62,-1,-1,-1,-1,-1,-1,1262.0,1642.0,1975.0,672.0,5112.0,3932.0,1642.0,1975.0,672.0,5112.0,3932.0,20289.0,0
1172,220000.0,2,3,1,38,-1,-1,-1,-1,-1,-1,20000.0,3450.0,5516.0,47619.0,28800.0,8561.0,3450.0,5549.0,50019.0,28800.0,8561.0,16599.0,0
1194,100000.0,2,3,1,66,0,0,0,0,0,0,100036.0,100041.0,100402.0,97141.0,97143.0,97532.0,4702.0,4617.0,3600.0,3865.0,3850.0,3705.0,0
1198,340000.0,2,3,2,44,0,0,0,0,0,0,142836.0,145125.0,146682.0,150407.0,147868.0,149349.0,7000.0,5500.0,6027.0,5328.0,5390.0,6047.0,1
1200,120000.0,2,3,1,40,0,0,0,0,0,0,108300.0,108538.0,94833.0,49078.0,40643.0,4200.0,5000.0,4121.0,2000.0,2000.0,2000.0,96583.0,0
1206,70000.0,2,3,1,49,2,2,2,2,2,2,21024.0,21790.0,21142.0,23772.0,24930.0,25709.0,1400.0,0.0,3000.0,1700.0,1340.0,1100.0,1
1209,20000.0,1,3,1,23,-1,-1,0,0,0,0,3675.0,19316.0,19844.0,19844.0,20388.0,19554.0,19316.0,1261.0,651.0,803.0,747.0,155.0,1
1211,160000.0,2,3,2,26,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
1213,80000.0,2,3,1,26,0,0,0,0,0,0,63677.0,64162.0,38141.0,38190.0,38586.0,39962.0,2000.0,1905.0,1350.0,1388.0,2401.0,1410.0,0
1216,360000.0,1,3,1,54,-2,-2,-2,-2,-2,-1,16230.0,-200.0,0.0,0.0,69000.0,2500.0,0.0,200.0,0.0,69000.0,2500.0,0.0,0
1225,20000.0,1,3,2,22,0,0,0,-2,-2,-2,19624.0,16972.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1
1226,240000.0,2,3,1,41,-1,-1,-2,-1,-1,-1,5325.0,-5.0,-5.0,1074.0,1972.0,1876.0,5.0,0.0,1079.0,1977.0,1885.0,1211.0,0
1229,50000.0,1,3,2,46,0,0,0,0,0,0,50131.0,28152.0,20746.0,27624.0,16015.0,16746.0,1388.0,2011.0,1006.0,1000.0,1000.0,1000.0,0
1241,70000.0,2,3,1,32,2,2,0,0,0,-1,18317.0,17330.0,11400.0,11120.0,10914.0,11315.0,0.0,1000.0,110.0,500.0,18963.0,1000.0,0
1243,100000.0,2,3,1,50,2,2,2,-1,0,0,110537.0,99734.0,99973.0,71008.0,66735.0,68621.0,0.0,3000.0,103000.0,2500.0,3000.0,3000.0,1
1244,10000.0,1,3,2,35,0,0,0,0,0,0,7877.0,8918.0,9864.0,9673.0,9414.0,9156.0,1174.0,1120.0,310.0,316.0,1000.0,2000.0,0
1248,180000.0,2,3,2,42,0,0,0,0,0,0,67414.0,61256.0,66668.0,83568.0,90418.0,88898.0,10000.0,10000.0,17500.0,7000.0,25000.0,33600.0,0
1255,70000.0,1,3,2,28,1,2,0,0,0,0,68970.0,67308.0,68582.0,68361.0,68060.0,68223.0,0.0,3005.0,2546.0,2602.0,2430.0,2659.0,0
1263,150000.0,2,3,1,43,-1,-1,2,0,-1,-1,264.0,948.0,632.0,316.0,316.0,1414.0,1000.0,0.0,0.0,316.0,1414.0,0.0,1
1270,50000.0,2,3,1,57,0,0,0,0,0,0,49017.0,50690.0,47487.0,48319.0,48449.0,49656.0,2500.0,2000.0,2000.0,1746.0,2000.0,1800.0,0
1277,50000.0,1,3,2,26,0,0,0,0,2,0,25060.0,26649.0,28202.0,30727.0,30098.0,32580.0,2000.0,2000.0,3000.0,0.0,3000.0,3000.0,0
1283,260000.0,1,3,1,34,-2,-2,-2,-2,-2,-2,12071.0,12497.0,1027.0,-103.0,-103.0,1047.0,2114.0,1027.0,103.0,0.0,1150.0,2503.0,0
1288,20000.0,2,3,1,48,1,2,2,3,2,2,14589.0,16743.0,17522.0,17055.0,10400.0,0.0,2700.0,1400.0,0.0,0.0,0.0,0.0,1
1291,20000.0,2,3,1,53,0,0,0,0,0,0,12197.0,13292.0,14362.0,14821.0,15143.0,15737.0,1600.0,1600.0,1000.0,710.0,1000.0,1000.0,0
1300,60000.0,1,3,2,36,3,2,0,0,0,0,56807.0,55339.0,55751.0,37851.0,34195.0,33499.0,0.0,2141.0,2000.0,2000.0,2000.0,2000.0,0
1301,10000.0,2,3,2,22,0,0,2,0,0,0,10012.0,9784.0,9473.0,8947.0,9135.0,8613.0,2452.0,7.0,308.0,320.0,328.0,1000.0,1
1302,50000.0,2,3,2,30,0,0,2,0,0,0,50332.0,51247.0,50073.0,26550.0,25842.0,25996.0,4210.0,0.0,1500.0,1090.0,2000.0,2000.0,0
1309,270000.0,1,3,1,47,0,0,0,0,0,0,165303.0,168837.0,172281.0,175705.0,179582.0,184650.0,6200.0,6254.0,6290.0,6710.0,8250.0,0.0,0
1317,80000.0,1,3,1,45,0,0,0,0,0,0,26637.0,26437.0,26686.0,28372.0,28345.0,27279.0,1490.0,2000.0,2000.0,3000.0,5000.0,865.0,0
1325,170000.0,1,3,1,48,2,-1,-1,0,-1,-1,316.0,316.0,632.0,316.0,466.0,316.0,316.0,632.0,0.0,466.0,316.0,0.0,0
1334,300000.0,2,3,2,29,-2,-2,-2,-2,-2,-2,-140.0,28092.0,3572.0,195.0,209.0,990.0,28232.0,3589.0,195.0,210.0,994.0,0.0,1
1335,60000.0,2,3,2,32,0,0,0,0,0,0,62552.0,26929.0,27967.0,28526.0,28275.0,29151.0,1500.0,1500.0,1003.0,1500.0,1500.0,1044.0,0
1339,50000.0,2,3,1,53,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1340,200000.0,2,3,2,49,-1,-1,0,0,0,-1,7697.0,18951.0,27974.0,30596.0,38109.0,22170.0,20071.0,20036.0,15022.0,15113.0,22235.0,3919.0,0
1353,30000.0,2,3,1,28,0,0,0,2,0,0,23182.0,19083.0,19632.0,15252.0,14021.0,13793.0,2000.0,2000.0,0.0,1500.0,1353.0,0.0,0
1355,70000.0,2,3,1,38,0,0,0,0,0,0,24758.0,25581.0,16105.0,17571.0,18330.0,16268.0,1273.0,1534.0,2000.0,1000.0,1000.0,1000.0,0
1367,50000.0,1,3,2,22,0,0,0,0,0,0,42678.0,38239.0,22691.0,8807.0,7143.0,6967.0,1500.0,1100.0,1000.0,500.0,500.0,1000.0,1
1375,30000.0,2,3,2,50,-2,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,7092.0,6832.0,0.0,0.0,0.0,7092.0,0.0,0.0,0
1379,80000.0,1,3,2,26,1,2,2,2,2,2,71661.0,69947.0,74755.0,75732.0,74397.0,80138.0,0.0,6000.0,2800.0,0.0,7000.0,8.0,0
1384,50000.0,2,3,1,22,0,0,0,0,-1,0,22854.0,31329.0,23927.0,0.0,83.0,20083.0,9000.0,1507.0,0.0,83.0,20000.0,600.0,0
1394,140000.0,2,3,2,23,-2,-2,-2,-2,-2,-2,67505.0,36772.0,38399.0,39131.0,39508.0,3441.0,2000.0,2400.0,2132.0,1617.0,515.0,2031.0,0
1398,20000.0,1,3,1,51,2,0,0,0,0,0,14815.0,15837.0,16852.0,17188.0,17546.0,17895.0,1264.0,1279.0,615.0,635.0,639.0,664.0,0
1411,450000.0,1,3,1,58,-1,-1,-1,-1,-1,-1,8940.0,6239.0,5535.0,9856.0,819.0,863.0,6271.0,5740.0,9905.0,823.0,867.0,2488.0,0
1416,30000.0,2,3,2,24,-1,-1,-1,-1,-1,-1,4882.0,14630.0,6323.0,2870.0,1485.0,3926.0,14630.0,6485.0,2870.0,1485.0,3926.0,0.0,0
1419,230000.0,1,3,2,27,-2,-2,-2,-2,-2,-2,19200.0,10000.0,20176.0,10000.0,10000.0,10000.0,10000.0,20176.0,200.0,10000.0,10000.0,10000.0,0
1423,200000.0,2,3,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1442,100000.0,1,3,1,44,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,1
1443,200000.0,1,3,0,51,-1,-1,-1,-1,0,-1,3556.0,4993.0,9212.0,2529.0,1036.0,4430.0,5020.0,9236.0,2529.0,0.0,4430.0,6398.0,0
1448,10000.0,1,3,2,34,0,0,0,0,0,0,8813.0,8464.0,9474.0,9716.0,9960.0,10188.0,2148.0,1158.0,400.0,400.0,400.0,300.0,0
1449,60000.0,2,3,1,50,0,0,0,0,0,0,61600.0,61952.0,60661.0,29095.0,17636.0,31406.0,3300.0,2000.0,900.0,889.0,21500.0,3600.0,1
1456,50000.0,2,3,3,43,0,0,0,0,0,0,24443.0,24391.0,23595.0,22590.0,21788.0,21949.0,1800.0,1400.0,800.0,1000.0,900.0,900.0,0
1458,90000.0,2,3,2,24,-1,-1,-1,-1,-1,-2,595.0,207.0,18189.0,557.0,0.0,0.0,207.0,18281.0,557.0,0.0,0.0,0.0,1
1469,160000.0,2,3,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,4150.0,2065.0,0.0,500.0,0.0,4150.0,2065.0,0.0,500.0,0.0,1
1474,110000.0,2,3,2,29,0,0,0,0,0,0,101006.0,104474.0,106332.0,106906.0,108952.0,110444.0,5300.0,5300.0,4000.0,4100.0,4631.0,4404.0,1
1491,160000.0,1,3,2,52,0,0,0,0,0,0,155684.0,157364.0,156581.0,72814.0,66825.0,63419.0,6525.0,6649.0,2724.0,2503.0,2310.0,2200.0,0
1492,60000.0,2,3,2,48,2,0,0,0,0,0,43533.0,39252.0,38051.0,37988.0,38725.0,39685.0,1700.0,1700.0,2000.0,1500.0,1600.0,1000.0,0
1503,50000.0,1,3,1,54,0,0,0,-1,-1,0,50356.0,48981.0,47942.0,1261.0,17147.0,16609.0,2000.0,1120.0,1300.0,17147.0,1000.0,1000.0,0
1508,480000.0,1,3,2,53,0,0,0,0,0,0,482250.0,475931.0,429037.0,383821.0,369920.0,699944.0,18093.0,15233.0,12597.0,15098.0,14155.0,20306.0,0
1511,20000.0,1,3,1,34,2,0,0,0,0,0,15736.0,16762.0,17774.0,18125.0,18507.0,19063.0,1284.0,1296.0,647.0,672.0,864.0,1506.0,0
1513,210000.0,2,3,2,33,1,-2,-1,-1,-1,-1,0.0,0.0,3104.0,4056.0,565.0,960.0,0.0,3104.0,4056.0,565.0,960.0,1958.0,1
1517,190000.0,1,3,1,49,2,2,2,2,2,2,178367.0,179062.0,177663.0,180312.0,185910.0,191895.0,5000.0,3000.0,7100.0,8700.0,9300.0,9500.0,1
1534,50000.0,1,3,1,44,0,0,0,0,0,0,15931.0,17363.0,18735.0,19188.0,17578.0,16855.0,2000.0,2000.0,1006.0,1003.0,1000.0,1000.0,0
1535,50000.0,1,3,1,48,-1,-1,0,0,0,0,2722.0,33868.0,26646.0,26832.0,27395.0,27940.0,33895.0,1439.0,959.0,994.0,1000.0,1013.0,0
1536,40000.0,2,3,2,24,-1,2,-1,-1,0,0,5496.0,698.0,400.0,25289.0,24435.0,2201.0,0.0,400.0,25289.0,0.0,0.0,1329.0,0
1537,120000.0,2,3,1,27,2,-1,-1,-1,2,-1,390.0,390.0,390.0,780.0,240.0,630.0,390.0,390.0,780.0,0.0,930.0,300.0,0
1539,110000.0,2,3,2,28,0,0,2,2,0,0,85918.0,87442.0,82975.0,80446.0,80006.0,80421.0,4000.0,6000.0,12.0,3100.0,3200.0,3000.0,0
1541,50000.0,1,3,2,22,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1542,120000.0,2,3,1,30,0,0,0,0,0,0,115583.0,114915.0,117220.0,119599.0,120888.0,117881.0,4178.0,4223.0,4296.0,4800.0,4423.0,4080.0,0
1543,50000.0,1,3,2,34,0,0,0,-2,-2,-2,50375.0,51400.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0
1552,20000.0,2,3,3,47,0,0,0,0,0,0,9417.0,10436.0,11450.0,12257.0,12685.0,13306.0,1179.0,1193.0,1000.0,625.0,1000.0,405.0,0
1558,50000.0,2,3,1,31,1,2,2,2,2,2,38102.0,40025.0,40071.0,40906.0,42100.0,41269.0,2830.0,1000.0,1800.0,2000.0,0.0,1704.0,1
1559,240000.0,2,3,1,38,0,0,2,0,0,0,107148.0,113396.0,110084.0,112272.0,114779.0,116920.0,9500.0,0.0,4019.0,4317.0,4204.0,4314.0,1
1563,30000.0,2,3,1,56,0,0,2,2,0,0,16088.0,24800.0,25098.0,24396.0,24907.0,25555.0,9000.0,1000.0,0.0,903.0,1061.0,942.0,0
1570,180000.0,1,3,1,45,1,2,0,0,0,0,24400.0,24508.0,22627.0,23306.0,22780.0,20890.0,1500.0,1500.0,1000.0,1000.0,1000.0,1000.0,0
1574,230000.0,2,3,1,43,1,-1,2,-1,0,-1,0.0,3832.0,1823.0,3646.0,1823.0,1823.0,5655.0,0.0,3646.0,0.0,1823.0,1823.0,0
1577,50000.0,1,3,2,36,0,0,0,0,0,0,52855.0,49123.0,49522.0,19843.0,18440.0,18272.0,2206.0,1605.0,397.0,369.0,365.0,1088.0,0
1581,20000.0,1,3,3,47,0,0,0,0,0,0,18768.0,18795.0,19390.0,19464.0,18126.0,18827.0,1400.0,1400.0,1000.0,700.0,1600.0,0.0,0
1582,50000.0,2,3,2,40,0,0,0,0,0,0,5538.0,6563.0,7422.0,8292.0,8465.0,8650.0,1271.0,1130.0,1000.0,307.0,325.0,436.0,0
1585,100000.0,1,3,2,52,0,0,0,0,0,-1,73904.0,73249.0,12327.0,10793.0,5309.0,900.0,2781.0,2101.0,216.0,0.0,900.0,500.0,0
1590,50000.0,2,3,1,48,0,0,0,0,0,0,4064.0,5987.0,7719.0,8588.0,9291.0,11127.0,2000.0,2000.0,1000.0,1000.0,2000.0,2000.0,0
1594,320000.0,2,3,2,29,-1,-1,-1,-2,-2,-1,500.0,500.0,0.0,0.0,0.0,2900.0,500.0,0.0,0.0,0.0,2900.0,0.0,0
1602,100000.0,2,3,2,53,0,0,0,0,0,0,101503.0,29880.0,31119.0,58653.0,59477.0,60695.0,1538.0,1777.0,29103.0,2283.0,2334.0,2290.0,0
1611,300000.0,2,3,1,30,-1,-1,0,0,-1,-1,12090.0,15035.0,25895.0,16416.0,3972.0,2200.0,15042.0,25500.0,6000.0,3972.0,2200.0,0.0,0
1612,190000.0,2,3,1,38,0,0,0,0,0,0,89619.0,103095.0,110000.0,115674.0,121313.0,15538.0,15000.0,10000.0,5674.0,11313.0,5538.0,18272.0,0
1625,20000.0,1,3,1,63,2,2,2,2,2,0,16097.0,16951.0,17090.0,17128.0,16725.0,17263.0,1400.0,700.0,600.0,0.0,800.0,772.0,1
1626,150000.0,2,3,1,48,0,0,2,0,0,0,37800.0,40874.0,39922.0,40953.0,42136.0,43279.0,4000.0,0.0,2000.0,2000.0,2000.0,2000.0,0
1628,140000.0,2,3,1,31,2,2,2,2,2,2,89910.0,92588.0,91936.0,94623.0,94952.0,95234.0,5000.0,1800.0,5000.0,1900.0,4700.0,0.0,0
1629,50000.0,1,3,2,31,0,0,0,0,2,0,40011.0,33648.0,35082.0,38286.0,37543.0,0.0,1566.0,2000.0,3800.0,0.0,1546.0,0.0,0
1635,80000.0,1,3,2,29,0,0,0,0,0,0,46638.0,47680.0,48395.0,49356.0,50560.0,51431.0,2091.0,1806.0,1767.0,2000.0,1767.0,1740.0,0
1637,30000.0,2,3,2,40,2,2,2,2,0,0,23687.0,23020.0,25218.0,24514.0,25030.0,25557.0,0.0,2579.0,0.0,909.0,944.0,4642.0,0
1639,30000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,1355.0,5137.0,1392.0,696.0,0.0,696.0,5174.0,1392.0,696.0,0.0,696.0,696.0,0
1644,50000.0,1,3,1,72,2,0,0,0,2,2,35417.0,36453.0,37166.0,39710.0,40519.0,41324.0,1908.0,1621.0,3165.0,1600.0,1620.0,0.0,1
1648,240000.0,2,3,1,39,-2,-2,-2,-2,-2,-2,0.0,1234.0,0.0,0.0,620.0,0.0,1234.0,0.0,0.0,620.0,0.0,0.0,0
1655,100000.0,2,3,1,31,-1,-1,-1,-2,-2,-2,16033.0,1716.0,1200.0,0.0,0.0,1300.0,1716.0,1200.0,0.0,0.0,1300.0,6455.0,0
1659,20000.0,2,3,2,22,0,0,0,0,-1,-1,14562.0,5991.0,6870.0,0.0,2734.0,0.0,1121.0,1000.0,0.0,1367.0,0.0,0.0,0
1660,50000.0,2,3,1,55,1,2,2,2,0,0,49003.0,49067.0,50498.0,47579.0,47567.0,48155.0,2005.0,3900.0,0.0,2000.0,1900.0,1900.0,0
1669,20000.0,1,3,2,40,0,0,2,3,2,2,12649.0,15526.0,16383.0,15831.0,15438.0,17371.0,3103.0,1408.0,0.0,0.0,2346.0,0.0,0
1672,290000.0,1,3,2,32,-1,-1,-1,-1,-1,0,1520.0,1200.0,0.0,1000.0,28661.0,8976.0,1200.0,0.0,1000.0,9948.0,8974.0,175000.0,0
1689,50000.0,1,3,1,46,-1,2,2,-2,-2,-2,13473.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1695,250000.0,1,3,1,47,-1,-1,-1,-1,-1,-1,1170.0,1863.0,3100.0,2560.0,2580.0,3699.0,1863.0,3112.0,2950.0,2580.0,3699.0,0.0,0
1697,180000.0,2,3,1,45,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,0
1700,50000.0,2,3,1,51,0,0,0,0,0,-1,20454.0,21899.0,20895.0,11241.0,-861.0,38040.0,2100.0,2000.0,1000.0,0.0,39500.0,1500.0,0
1705,20000.0,1,3,2,32,0,0,2,2,2,0,3677.0,6002.0,5758.0,12619.0,12274.0,15049.0,2400.0,0.0,7000.0,0.0,3000.0,4000.0,1
1712,180000.0,1,3,1,33,2,2,0,0,0,2,159999.0,156038.0,159924.0,162775.0,174719.0,178651.0,0.0,8000.0,7000.0,15000.0,7000.0,0.0,1
1719,50000.0,2,3,1,40,2,2,0,0,0,0,49157.0,47990.0,38426.0,7816.0,7859.0,7979.0,0.0,2050.0,500.0,500.0,400.0,400.0,1
1726,50000.0,2,3,1,54,1,2,0,0,0,0,64069.0,59153.0,56275.0,53936.0,51740.0,49043.0,0.0,2031.0,1918.0,1993.0,1614.0,1789.0,0
1728,10000.0,2,3,2,42,0,0,-1,-1,-1,-1,4908.0,5665.0,381.0,390.0,0.0,780.0,1275.0,381.0,399.0,0.0,780.0,0.0,0
1732,130000.0,2,3,1,33,0,0,0,0,0,0,122199.0,125283.0,120957.0,41771.0,42648.0,43495.0,5100.0,3085.0,1493.0,1548.0,1556.0,1700.0,0
1755,130000.0,1,3,1,34,0,0,0,0,0,0,5444.0,5927.0,7106.0,7106.0,8106.0,9106.0,1321.0,1500.0,0.0,1000.0,1000.0,598.0,0
1771,50000.0,2,3,1,56,0,0,0,0,0,0,33197.0,34961.0,28913.0,29093.0,29306.0,29506.0,2407.0,2960.0,1029.0,1059.0,1073.0,1200.0,0
1772,180000.0,2,3,1,26,0,0,0,-2,-2,-2,32023.0,20233.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0
1777,40000.0,1,3,1,43,0,0,0,0,0,0,41094.0,36554.0,37568.0,38314.0,39141.0,40231.0,1611.0,1625.0,1371.0,1444.0,1765.0,1283.0,1
1779,80000.0,1,3,1,48,0,0,0,0,0,0,71515.0,70287.0,61892.0,26779.0,25464.0,25993.0,3679.0,2305.0,924.0,1069.0,1100.0,1110.0,0
1781,30000.0,2,3,1,48,0,0,0,0,0,0,27947.0,27035.0,27876.0,26640.0,25896.0,25481.0,2000.0,1800.0,1500.0,1500.0,1500.0,1500.0,0
1794,120000.0,2,3,2,37,-1,-1,-1,-1,-1,-1,776.0,1616.0,776.0,776.0,776.0,776.0,1616.0,776.0,776.0,776.0,776.0,776.0,1
1799,130000.0,1,3,2,28,0,0,0,0,0,0,132258.0,133781.0,133834.0,132336.0,132614.0,132208.0,6900.0,7000.0,7000.0,6000.0,5500.0,6000.0,0
1801,120000.0,1,3,1,47,-1,-1,-1,-1,-1,-1,1051.0,671.0,291.0,1051.0,291.0,671.0,671.0,291.0,1051.0,291.0,671.0,1051.0,0
1802,300000.0,2,3,1,31,-1,-1,-1,-1,-1,-1,331.0,331.0,331.0,331.0,-1.0,199.0,332.0,332.0,332.0,0.0,200.0,0.0,0
1822,50000.0,2,3,1,61,0,0,-2,-2,-1,0,42200.0,0.0,0.0,0.0,15883.0,16617.0,0.0,0.0,0.0,15883.0,1000.0,792.0,0
1823,200000.0,2,3,2,30,0,0,0,0,0,0,185723.0,166726.0,160181.0,161469.0,104232.0,151726.0,8009.0,6402.0,6715.0,4625.0,50086.0,5458.0,0
1824,70000.0,2,3,1,23,2,-1,-1,-1,-1,-1,254.0,2746.0,1885.0,2216.0,1348.0,29873.0,6840.0,1885.0,2216.0,1348.0,29873.0,1000.0,0
1827,50000.0,1,3,1,32,0,0,0,0,0,0,40992.0,35215.0,29156.0,18891.0,19443.0,19478.0,2026.0,2021.0,1000.0,1001.0,1000.0,707.0,0
1830,20000.0,1,3,1,38,0,0,-1,-1,-1,-1,19805.0,19900.0,390.0,390.0,0.0,780.0,1000.0,390.0,390.0,0.0,780.0,0.0,1
1833,60000.0,1,3,2,24,0,0,0,0,2,0,58819.0,59810.0,56566.0,30627.0,30203.0,28648.0,3000.0,1768.0,3954.0,1000.0,1500.0,1200.0,0
1839,160000.0,2,3,1,51,2,2,2,2,2,2,142064.0,144900.0,146534.0,147955.0,145488.0,155041.0,6600.0,5500.0,5310.0,0.0,12000.0,0.0,1
1845,180000.0,2,3,1,39,2,0,0,-2,-2,-2,172488.0,72050.0,0.0,0.0,0.0,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,1
